,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
17642,32,388,11/5/17,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,36361.0
3711,11,606,11/5/17,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,US$ 764.96,35378.0
4305,74,3478,11/5/17,True,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,36668.0
3262,66,649,11/5/17,False,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,42710.0
3169,0,263,11/5/17,False,Approved,Norco Bicycles,Standard,low,medium,363.01,US$ 290.41,38482.0
12438,0,842,11/5/17,True,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
2883,1,699,11/5/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,41167.0
17120,92,313,11/5/17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",33364.0
8239,0,982,11/5/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,41701.0
11238,59,1582,11/5/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,34170.0
12322,0,1898,11/5/17,True,Approved,0,0,0,0,1294.37,0,0.0
14866,35,2182,11/6/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
7403,80,2643,11/6/17,True,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,35455.0
7328,32,626,11/6/17,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
5032,86,862,11/6/17,False,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,41009.0
12065,0,1760,11/6/17,True,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,37668.0
14507,46,1103,11/6/17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,35560.0
18785,69,3313,11/6/17,False,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,38193.0
10454,64,217,11/6/17,0,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",40779.0
9272,43,3077,11/6/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,35470.0
9867,35,1009,11/6/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,40649.0
6851,33,675,11/6/17,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",37698.0
8463,56,1671,11/6/17,False,Approved,OHM Cycles,Standard,medium,medium,183.86,US$ 137.90,33259.0
3562,46,1736,11/6/17,True,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
1207,34,3052,11/6/17,True,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,37698.0
19959,19,816,11/6/17,True,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
9310,36,1344,11/6/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,35052.0
7347,29,2793,11/6/17,False,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,42696.0
14392,70,3146,11/6/17,False,Approved,Trek Bicycles,Standard,high,medium,495.72,US$ 297.43,36367.0
8657,74,3481,11/6/17,True,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,41848.0
15961,58,2168,11/6/17,False,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,36146.0
12054,51,2592,11/6/17,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",41009.0
9119,80,2627,11/6/17,True,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,38206.0
11887,77,2601,11/6/17,False,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,40553.0
10287,79,2254,11/6/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,37873.0
4909,25,637,11/6/17,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",41009.0
3674,53,2523,11/6/17,True,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,42295.0
19759,14,3412,11/6/17,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"US$ 1,234.29",38693.0
5232,92,1078,11/6/17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
2197,38,2768,11/6/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
5234,70,2618,11/6/17,False,Approved,Trek Bicycles,Standard,high,medium,495.72,US$ 297.43,42105.0
11407,26,1627,11/6/17,True,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,34115.0
11736,23,3121,11/6/17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
7987,20,307,11/6/17,True,Cancelled,Trek Bicycles,Standard,medium,small,1775.81,"US$ 1,580.47",40670.0
3127,44,1599,11/6/17,False,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,40672.0
10723,3,3389,11/6/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,41167.0
14148,81,1797,11/6/17,False,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,33429.0
9754,0,861,11/6/17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
7677,91,1997,11/6/17,False,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,36367.0
14238,34,1985,11/6/17,False,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,39526.0
13988,48,726,11/6/17,False,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,41245.0
9537,23,3385,11/6/17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
19258,90,2014,11/6/17,True,Approved,Norco Bicycles,Standard,low,medium,363.01,US$ 290.41,37626.0
6344,46,2349,11/6/17,False,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36361.0
4020,15,817,11/6/17,False,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,41345.0
4707,25,1194,11/6/17,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,US$ 829.65,42404.0
19536,49,2381,11/6/17,False,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,39915.0
19535,70,2637,11/6/17,True,Approved,Trek Bicycles,Standard,high,medium,495.72,US$ 297.43,42710.0
11001,36,1128,11/6/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,40336.0
13676,80,2851,11/6/17,False,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,33429.0
11551,70,2056,11/6/17,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,US$ 206.35,33364.0
1964,85,3126,11/6/17,False,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,36668.0
19783,15,737,11/6/17,True,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,38693.0
10160,35,2879,11/6/17,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,35560.0
10614,39,2493,11/6/17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,39427.0
797,3,729,11/6/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,40670.0
18196,96,1366,11/6/17,True,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",37539.0
13434,22,2223,11/6/17,True,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
10037,0,2746,11/6/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,34556.0
12940,0,1103,11/6/17,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,37337.0
2700,68,871,11/6/17,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,US$ 44.71,34996.0
8381,57,2193,11/6/17,True,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,41047.0
16500,42,628,11/6/17,True,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",39526.0
17733,27,2345,11/6/17,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,33552.0
14912,50,3155,11/6/17,True,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,39915.0
18497,30,610,11/6/17,True,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33888.0
13438,0,999,11/6/17,0,Approved,Trek Bicycles,Standard,high,medium,495.72,US$ 297.43,36367.0
2672,82,902,11/6/17,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,42226.0
8700,9,2888,11/6/17,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"US$ 1,082.36",42404.0
1066,19,1071,11/7/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
16837,42,2317,11/7/17,False,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",40672.0
13628,89,490,11/7/17,False,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34079.0
19287,62,1516,11/7/17,True,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,34143.0
9242,99,2845,11/7/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
18002,64,1357,11/7/17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",40779.0
11847,40,1131,11/7/17,False,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38750.0
928,24,2599,11/7/17,True,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,40670.0
12130,22,280,11/7/17,True,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,33455.0
18971,23,2440,11/7/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
17595,10,1569,11/7/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
19439,33,1358,11/7/17,False,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",39526.0
7934,30,1346,11/7/17,True,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33552.0
9682,66,970,11/7/17,True,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,40303.0
2652,38,3028,11/7/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,33259.0
15346,66,1672,11/7/17,False,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,37499.0
4675,4,3240,11/7/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,37659.0
14323,0,2459,11/7/17,True,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,41064.0
6662,34,498,11/7/17,False,Approved,WeareA2B,Standard,medium,medium,1231.15,US$ 161.60,42560.0
16968,6,1442,11/7/17,False,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,37659.0
5402,44,3108,11/7/17,False,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,40672.0
290,38,2302,11/7/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40672.0
4445,40,1501,11/7/17,True,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38750.0
8024,4,3326,11/7/17,True,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,36146.0
18077,22,2585,11/7/17,True,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
3603,76,650,11/7/17,True,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,38482.0
2600,91,46,11/7/17,True,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,36833.0
16878,83,581,11/7/17,True,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,36145.0
14058,1,1591,11/7/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,41167.0
19842,27,816,11/7/17,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
18913,52,1820,11/7/17,False,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,37220.0
13577,45,2526,11/7/17,True,Approved,Solex,Standard,medium,medium,441.49,US$ 84.99,34071.0
15557,84,2162,11/7/17,True,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,38859.0
9980,84,2309,11/7/17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
12920,1,630,11/7/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
5226,72,1733,11/7/17,True,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,42295.0
10482,52,935,11/7/17,False,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,42218.0
3675,89,1783,11/7/17,False,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,37626.0
14402,28,1817,11/7/17,False,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",40649.0
19357,43,1496,11/7/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,35470.0
17960,45,1217,11/7/17,True,Approved,Trek Bicycles,Road,low,medium,980.37,US$ 234.43,38258.0
19508,0,1323,11/7/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,38573.0
15651,98,2094,11/7/17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
12840,29,1299,11/7/17,True,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,42458.0
17966,87,1916,11/7/17,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,US$ 44.71,34996.0
4436,99,1068,11/7/17,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
10750,22,587,11/7/17,True,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,40670.0
9107,14,2418,11/7/17,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,"US$ 1,234.29",35378.0
15164,54,40,11/7/17,0,Approved,WeareA2B,Standard,medium,medium,1292.84,US$ 13.44,39915.0
2491,77,1593,11/7/17,False,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,40553.0
15587,39,1593,11/7/17,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
77,80,2397,11/7/17,False,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,36145.0
17215,98,465,11/7/17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
265,44,3467,11/7/17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,40672.0
7368,70,2309,11/7/17,True,Approved,Trek Bicycles,Standard,high,medium,495.72,US$ 297.43,42105.0
4791,59,3208,11/7/17,False,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
13303,6,520,11/7/17,False,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,38216.0
19714,49,2019,11/8/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,34170.0
9829,89,3355,11/8/17,False,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34079.0
14251,11,223,11/8/17,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,US$ 764.96,39298.0
495,0,661,11/8/17,False,Approved,Norco Bicycles,Standard,low,medium,363.01,US$ 290.41,38482.0
17103,89,2112,11/8/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,36367.0
3450,25,446,11/8/17,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,US$ 829.65,39031.0
16344,96,940,11/8/17,False,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",37539.0
13722,11,2943,11/8/17,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"US$ 1,580.47",40303.0
4246,33,579,11/8/17,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",33888.0
13445,83,1218,11/8/17,False,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,41533.0
185,17,2582,11/8/17,True,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,35378.0
829,82,2509,11/8/17,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,42226.0
2116,59,2760,11/8/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,34170.0
18652,95,2987,11/8/17,False,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,37626.0
10914,31,205,11/8/17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,40618.0
7445,0,564,11/8/17,True,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,42458.0
18152,60,1902,11/8/17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",34143.0
16522,63,3405,11/8/17,False,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,35378.0
6481,26,1799,11/8/17,False,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,34115.0
9929,22,1279,11/8/17,True,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
10216,83,3031,11/8/17,False,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,38482.0
19127,1,2258,11/8/17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,38859.0
12737,47,2701,11/8/17,False,Approved,Trek Bicycles,Road,low,small,1720.7,"US$ 1,531.42",37220.0
9956,83,3217,11/8/17,False,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,41533.0
6182,78,2980,11/8/17,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,38193.0
6145,0,1039,11/8/17,False,Approved,OHM Cycles,Standard,medium,medium,235.63,US$ 125.07,41434.0
15167,88,1258,11/8/17,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,36145.0
3352,29,86,11/8/17,False,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,36833.0
4560,38,1291,11/8/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
15414,85,2457,11/8/17,False,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,42226.0
6379,96,1335,11/8/17,False,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",38002.0
12353,35,2161,11/8/17,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,34527.0
12205,0,2034,11/8/17,False,Approved,0,0,0,0,1392.76,0,0.0
6925,1,3497,11/8/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
10304,89,1471,11/8/17,False,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34079.0
12976,31,3391,11/8/17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,39031.0
7236,62,2029,11/8/17,False,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,34143.0
13023,85,566,11/8/17,True,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,33429.0
13025,0,2981,11/8/17,True,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,41245.0
2758,3,1492,11/8/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,33259.0
11213,99,3160,11/8/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
12268,93,1775,11/8/17,True,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,36833.0
15295,66,2647,11/8/17,False,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,42560.0
15309,100,444,11/8/17,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,US$ 206.35,33364.0
10407,87,1046,11/8/17,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,35667.0
322,67,87,11/8/17,True,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,38647.0
17523,16,2515,11/9/17,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",40303.0
741,0,2419,11/9/17,False,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,42696.0
11146,33,2379,11/9/17,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",38750.0
2799,75,2683,11/9/17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,33429.0
9461,84,2009,11/9/17,True,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,35667.0
16608,46,454,11/9/17,True,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
6018,0,2240,11/9/17,True,Approved,Norco Bicycles,Standard,low,medium,363.01,US$ 290.41,42458.0
8607,67,3228,11/9/17,False,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,38647.0
878,3,2101,11/9/17,True,Cancelled,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,33259.0
11218,0,2201,11/9/17,False,Approved,0,0,0,0,554.38,0,0.0
19996,41,127,11/9/17,True,Approved,Solex,Road,medium,medium,416.98,US$ 312.74,35560.0
12133,83,1536,11/9/17,True,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,38482.0
18424,23,2821,11/9/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
7844,36,3462,11/9/17,True,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
10856,58,317,11/9/17,0,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,42145.0
8348,43,2181,11/9/17,True,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,36498.0
8538,59,3202,11/9/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,41047.0
5037,69,1286,11/9/17,True,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,41533.0
18242,99,2764,11/9/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
9093,61,498,11/9/17,True,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,38206.0
12066,34,1007,11/9/17,False,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,37698.0
11394,77,438,11/9/17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,41009.0
17461,0,2888,11/9/17,False,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,40649.0
11127,81,2358,11/9/17,True,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,34071.0
10547,2,2750,11/9/17,False,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,40487.0
7281,34,3310,11/9/17,True,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,40618.0
1588,37,2434,11/9/17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36361.0
757,94,3278,11/9/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,41434.0
1071,36,1505,11/9/17,0,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,40784.0
15059,40,3216,11/9/17,False,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,41848.0
2963,40,2471,11/9/17,False,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38991.0
19985,36,2918,11/9/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,39526.0
2131,62,1222,11/9/17,True,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,34143.0
19758,48,1086,11/9/17,True,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,41064.0
3846,90,3174,11/9/17,True,Approved,Norco Bicycles,Standard,low,medium,363.01,US$ 290.41,38482.0
5071,26,2069,11/9/17,False,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,37698.0
18863,99,2248,11/9/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
16166,31,2051,11/9/17,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,39031.0
17669,55,2269,11/9/17,False,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
19487,38,383,11/9/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
12538,35,428,11/9/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,40784.0
4695,72,3224,11/9/17,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,US$ 270.30,42710.0
10805,15,1374,11/9/17,False,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,38693.0
4644,6,3363,11/9/17,True,Approved,Solex,Standard,high,medium,748.17,US$ 448.90,33552.0
18402,67,3499,11/9/17,True,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,38859.0
19520,87,2425,11/9/17,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,36145.0
15281,32,2313,11/9/17,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
5528,34,655,11/9/17,False,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,41009.0
7680,46,3404,11/9/17,True,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
7824,38,3204,11/9/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,33259.0
16943,63,1814,11/9/17,False,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,36146.0
16238,69,37,11/9/17,True,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,40553.0
2070,59,1591,11/9/17,False,Approved,Solex,Standard,medium,large,1061.56,US$ 733.58,42172.0
6183,87,1483,12/1/17,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,34079.0
5230,12,2381,12/1/17,True,Approved,WeareA2B,Standard,medium,medium,1231.15,US$ 161.60,42560.0
6281,64,1623,12/1/17,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",40779.0
15731,98,188,12/1/17,True,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,34170.0
1259,96,2288,12/1/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,41434.0
5168,81,729,12/1/17,False,Approved,Norco Bicycles,Standard,medium,small,586.45,US$ 521.94,38002.0
10278,52,1113,12/1/17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,37220.0
18500,16,2816,12/1/17,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",41345.0
17489,17,3057,12/1/17,True,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,35378.0
13743,48,2860,12/1/17,True,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,41848.0
19533,93,1125,12/1/17,True,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,36833.0
9083,37,2686,12/1/17,False,Approved,OHM Cycles,Standard,low,medium,1793.43,US$ 248.82,36361.0
13646,38,1949,12/1/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
973,39,2860,12/1/17,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
11496,27,3478,12/1/17,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
11087,46,401,12/1/17,False,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
1116,14,1634,12/1/17,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,"US$ 1,234.29",37838.0
8366,65,3368,12/1/17,False,Approved,WeareA2B,Standard,medium,medium,1807.45,US$ 778.69,42145.0
19251,67,25,12/1/17,True,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,37499.0
18452,1,89,12/1/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
16736,87,3178,12/1/17,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,41434.0
11528,80,2247,12/1/17,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,US$ 596.55,41047.0
